x,y,z,a,b,c
11733454.00000000,6983096.50000000,323.85598755,-0.017106,0.163080,0.986465
11733461.00000000,6983104.50000000,349.38699341,-0.104729,0.850745,0.515038
11733463.00000000,6983101.50000000,342.58300781,-0.255221,0.784451,0.565243
11733464.00000000,6983098.50000000,335.45700073,-0.188956,0.646751,0.738924
11733468.00000000,6983101.00000000,345.11499023,-0.413432,0.759866,0.501675
11733425.00000000,6983115.50000000,356.43499756,-0.794637,-0.506841,0.334163
11733428.00000000,6983113.50000000,353.61300659,-0.868471,-0.471455,0.153260
11733430.00000000,6983111.00000000,347.84500122,-0.948893,-0.296942,0.106899
11733433.00000000,6983113.00000000,356.04699707,-0.627738,-0.729448,0.271755
11733439.00000000,6983115.00000000,365.77200317,0.528033,0.642750,0.555026
11733442.00000000,6983108.50000000,350.66699219,0.401186,0.862319,0.308959
11733442.00000000,6983099.00000000,325.34500122,0.048394,0.175871,0.983223
11733450.00000000,6983097.00000000,324.47900391,-0.036462,0.184663,0.982125
11733456.00000000,6983095.00000000,323.76400757,-0.001090,0.120950,0.992658
11733462.00000000,6983100.50000000,342.79299927,-0.234263,0.798978,0.553855
11733464.00000000,6983097.00000000,335.46301270,-0.186210,0.663279,0.724836
11733422.00000000,6983112.00000000,348.22601318,-0.914756,-0.074536,0.397072
11733431.00000000,6983112.00000000,354.39401245,-0.800558,-0.579095,0.154126
11733442.00000000,6983111.00000000,359.44000244,0.459439,0.863506,0.208020
11733442.00000000,6983098.00000000,325.43701172,0.047639,0.156859,0.986471
11733449.00000000,6983095.50000000,324.00698853,-0.032686,0.131872,0.990728
11733457.00000000,6983101.00000000,343.87500000,-0.040416,0.832013,0.553282
11733464.00000000,6983101.50000000,349.46600342,-0.198894,0.824422,0.529877
11733463.00000000,6983092.00000000,323.78298950,0.107105,0.005409,0.994233
11733467.00000000,6983091.00000000,324.39999390,0.148361,-0.021518,0.988699
11733427.00000000,6983111.00000000,354.17700195,-0.845911,-0.488782,0.213369
11733430.00000000,6983110.50000000,354.45999146,-0.827902,-0.529314,0.185486
11733434.00000000,6983113.50000000,365.00399780,-0.800766,-0.596677,0.052440
11733440.00000000,6983111.00000000,362.91699219,0.526538,0.828279,0.191605
11733444.00000000,6983106.00000000,352.18301392,0.436898,0.860095,0.263357
11733444.00000000,6983095.50000000,324.94500732,0.027793,0.116732,0.992774
11733451.00000000,6983093.50000000,323.76400757,-0.019942,0.057726,0.998133
11733459.00000000,6983101.50000000,350.97500610,-0.012141,0.859328,0.511280
11733463.00000000,6983098.00000000,344.27600098,-0.255135,0.824163,0.505631
11733423.00000000,6983114.00000000,363.51501465,-0.854344,0.370577,0.364375
11733425.00000000,6983110.50000000,355.84399414,-0.849565,-0.450131,0.274995
11733429.00000000,6983113.00000000,365.27301025,-0.882122,-0.401507,0.246278
11733435.00000000,6983112.00000000,367.13000488,0.795508,0.605905,0.006870
11733440.00000000,6983111.00000000,367.90399170,0.497900,0.707717,0.501230
11733441.00000000,6983104.00000000,350.39801025,0.551968,0.810466,0.196154
11733444.00000000,6983104.00000000,352.64801025,0.469368,0.866639,0.169208
11733448.00000000,6983104.50000000,355.56201172,0.397431,0.717354,0.572234
11733449.00000000,6983099.50000000,343.69799805,0.228534,0.781989,0.579884
11733454.00000000,6983098.50000000,344.56399536,0.026145,0.840757,0.540781
11733458.00000000,6983097.00000000,343.55999756,-0.119932,0.856862,0.501402
11733463.00000000,6983096.00000000,344.13101196,-0.270820,0.837222,0.475096
11733468.00000000,6983099.00000000,355.84399414,-0.170167,0.437780,0.882832
11733426.00000000,6983109.50000000,358.96701050,-0.846742,-0.438077,0.301855
11733436.00000000,6983110.00000000,366.86099243,0.729814,0.676950,0.095448
11733442.00000000,6983106.50000000,362.49798584,0.519159,0.854364,0.023165
11733444.00000000,6983099.50000000,344.87899780,0.454593,0.791089,0.409296
11733445.00000000,6983091.50000000,324.59698486,0.019436,0.027620,0.999430
11733450.00000000,6983090.00000000,323.75100708,0.057491,-0.013589,0.998254
11733453.00000000,6983089.00000000,323.02200317,0.065451,-0.074326,0.995084
11733457.00000000,6983094.00000000,339.60998535,-0.170428,0.806892,0.565579
11733465.00000000,6983095.50000000,349.41299438,-0.203110,0.850053,0.485959
11733464.00000000,6983086.00000000,323.04199219,0.054989,-0.155606,0.986287
11733431.00000000,6983110.50000000,369.68301392,-0.892359,-0.409059,0.190700
11733438.00000000,6983108.50000000,369.09201050,0.602804,0.695289,0.391410
11733441.00000000,6983101.00000000,351.42800903,-0.602389,-0.796064,0.058388
11733446.00000000,6983101.00000000,354.38101196,-0.359190,-0.781199,0.510598
11733450.00000000,6983096.00000000,344.38699341,0.095777,0.847694,0.521768
11733452.00000000,6983087.50000000,323.31100464,0.096725,-0.108379,0.989393
11733457.00000000,6983092.50000000,339.83999634,-0.210609,0.840922,0.498492
11733461.00000000,6983095.50000000,350.28601074,-0.110738,0.898522,0.424730
11733463.00000000,6983092.50000000,344.20999146,-0.213904,0.903637,0.371059
11733468.00000000,6983096.00000000,356.67700195,-0.114749,0.382958,0.916611
11733425.00000000,6983109.00000000,363.40301514,-0.883751,-0.324797,0.336883
11733430.00000000,6983109.50000000,368.25201416,-0.881305,-0.448586,0.148567
11733435.00000000,6983106.00000000,363.08801270,-0.717307,-0.644145,0.265610
11733441.00000000,6983099.50000000,350.98800659,-0.611504,-0.774572,0.161558
11733446.00000000,6983095.50000000,343.75100708,0.216336,0.848704,0.482597
11733447.00000000,6983088.00000000,324.06600952,0.041094,-0.101069,0.994030
11733454.00000000,6983089.50000000,333.50799561,0.214047,0.062379,0.974830
11733460.00000000,6983094.50000000,350.35800171,-0.099258,0.923234,0.371197
11733462.00000000,6983091.00000000,342.79901123,-0.176984,0.918903,0.352553
11733423.00000000,6983108.50000000,363.11499023,-0.897306,-0.264609,0.353305
11733425.00000000,6983106.00000000,358.32400513,-0.857493,-0.411042,0.309436
11733432.00000000,6983105.50000000,362.38000488,-0.812617,-0.501402,0.297069
11733438.00000000,6983106.50000000,368.98001099,0.621697,0.718585,0.311656
11733441.00000000,6983099.50000000,353.14700317,-0.543290,-0.736970,0.402133
11733442.00000000,6983089.00000000,325.37200928,-0.050694,-0.111526,0.992468
11733447.00000000,6983095.00000000,344.32199097,0.156139,0.871167,0.465498
11733448.00000000,6983087.00000000,324.00000000,0.054330,-0.142183,0.988348
11733452.00000000,6983085.50000000,323.29098511,0.103126,-0.195070,0.975352
11733457.00000000,6983089.50000000,336.73599243,-0.298254,0.848400,0.437335
11733461.00000000,6983093.00000000,350.05599976,-0.106401,0.936060,0.335365
11733462.00000000,6983091.00000000,344.08499146,-0.163538,0.938623,0.303713
11733466.00000000,6983097.00000000,363.32400513,-0.065894,0.511727,0.856617
11733424.00000000,6983107.50000000,364.37399292,-0.887901,-0.301976,0.347048
11733427.00000000,6983108.00000000,368.94100952,-0.888934,-0.331289,0.316298
11733434.00000000,6983107.50000000,372.44500732,0.772356,0.502438,0.388617
11733439.00000000,6983103.50000000,365.37200928,-0.518496,-0.606319,0.602942
11733445.00000000,6983095.00000000,346.85400391,0.458313,0.888565,0.020043
11733449.00000000,6983085.00000000,323.75698853,0.073082,-0.221724,0.972367
11733452.00000000,6983084.00000000,323.21899414,0.098029,-0.238071,0.966288
11733458.00000000,6983093.50000000,351.32299805,-0.073476,0.952608,0.295193
11733463.00000000,6983097.00000000,364.77398682,0.025503,0.465761,0.884543
11733468.00000000,6983094.50000000,361.20498657,-0.099417,0.446678,0.889154
11733426.00000000,6983108.00000000,371.07998657,-0.873469,-0.242046,0.422452
11733429.00000000,6983106.00000000,367.56298828,-0.867276,-0.432884,0.245854
11733435.00000000,6983104.50000000,368.10101318,-0.753430,-0.623475,0.208856
11733440.00000000,6983102.50000000,366.34298706,-0.411343,-0.519505,0.748940
11733442.00000000,6983096.50000000,351.58499146,-0.521887,-0.727329,0.445675
11733447.00000000,6983093.00000000,346.55300903,0.247821,0.964595,0.090232
11733450.00000000,6983091.00000000,342.87799072,-0.158863,0.954516,0.252313
11733451.00000000,6983083.50000000,323.33700562,0.093888,-0.261084,0.960739
11733454.00000000,6983082.50000000,322.89801025,0.088289,-0.262306,0.960937
11733462.00000000,6983096.50000000,366.29000854,0.040214,0.351550,0.935305
11733469.00000000,6983096.50000000,370.46301270,-0.024744,0.389393,0.920739
11733425.00000000,6983104.50000000,364.86599731,-0.872600,-0.346901,0.343844
11733430.00000000,6983106.00000000,372.17599487,-0.853478,-0.374660,0.362223
11733437.00000000,6983101.50000000,365.23400879,-0.544185,-0.544185,0.638533
11733441.00000000,6983098.00000000,359.53799438,-0.377748,-0.551087,0.744049
11733446.00000000,6983091.50000000,345.72601318,-0.263017,-0.963566,0.048615
11733447.00000000,6983083.00000000,323.77099609,0.026279,-0.304080,0.952284
11733453.00000000,6983088.50000000,342.93099976,-0.217994,0.966141,0.138020
11733461.00000000,6983095.00000000,365.15499878,0.031859,0.327513,0.944309
11733422.00000000,6983102.00000000,360.69299316,-0.884434,-0.326954,0.332981
11733428.00000000,6983104.00000000,369.44601440,-0.868448,-0.406087,0.284413
11733434.00000000,6983102.50000000,371.37600708,-0.754849,-0.468697,0.458830
11733435.00000000,6983094.00000000,348.40301514,-0.727789,-0.598116,0.335529
11733440.00000000,6983100.00000000,368.35699463,-0.314360,-0.387966,0.866407
11733441.00000000,6983097.00000000,360.29299927,-0.361733,-0.543411,0.757531
11733445.00000000,6983090.00000000,345.22698975,-0.276284,-0.945899,0.170126
11733448.00000000,6983081.00000000,323.42898560,0.029622,-0.356749,0.933730
11733459.00000000,6983090.00000000,355.22000122,-0.065475,-0.037567,0.997147
11733468.00000000,6983094.00000000,372.80599976,0.001262,0.354578,0.935026
11733424.00000000,6983098.50000000,358.24600220,-0.865631,-0.336720,0.370545
11733431.00000000,6983099.00000000,363.86199951,-0.798937,-0.451713,0.397057
11733437.00000000,6983098.50000000,367.44500732,-0.489850,-0.483208,0.725642
11733436.00000000,6983090.00000000,343.35101318,-0.661282,-0.611311,0.434747
11733436.00000000,6983083.00000000,324.99099731,-0.220410,-0.338538,0.914774
11733442.00000000,6983089.50000000,347.38598633,-0.488779,-0.788822,0.372633
11733443.00000000,6983080.50000000,323.99398804,-0.083115,-0.396499,0.914265
11733448.00000000,6983087.00000000,344.07901001,-0.016817,-0.989988,0.140146
11733451.00000000,6983087.50000000,348.67898560,-0.001083,-0.993261,0.115898
11733455.00000000,6983090.00000000,357.03799438,-0.114343,-0.519610,0.846718
11733460.00000000,6983090.00000000,359.93798828,-0.044447,0.131063,0.990377
11733465.00000000,6983093.50000000,373.11401367,0.025671,0.262824,0.964502
11733467.00000000,6983089.00000000,364.34799194,-0.072157,0.412519,0.908087
11733430.00000000,6983100.00000000,371.25698853,-0.831058,-0.414740,0.370585
11733432.00000000,6983095.50000000,361.75000000,-0.707764,-0.457965,0.537901
11733430.00000000,6983082.50000000,324.97100830,-0.261342,-0.301770,0.916862
11733433.00000000,6983081.50000000,324.64300537,-0.245847,-0.336039,0.909196
11733438.00000000,6983088.00000000,346.67700195,-0.563259,-0.718527,0.407991
11733442.00000000,6983087.00000000,346.94601440,-0.426452,-0.822783,0.375722
11733442.00000000,6983078.50000000,324.14498901,-0.102051,-0.431971,0.896095
11733453.00000000,6983089.50000000,359.76098633,-0.158766,-0.618430,0.769635
11733451.00000000,6983075.50000000,322.57000732,0.027636,-0.409277,0.911991
11733454.00000000,6983075.00000000,322.23498535,0.003833,-0.376888,0.926251
11733462.00000000,6983089.50000000,367.16299438,-0.041946,0.455997,0.888992
11733467.00000000,6983087.50000000,364.70199585,-0.086922,0.351699,0.932069
11733424.00000000,6983097.00000000,365.79800415,-0.819944,-0.386886,0.421913
11733425.00000000,6983081.00000000,324.43301392,-0.221212,-0.262950,0.939107
11733430.00000000,6983087.00000000,344.08599854,-0.698851,-0.525389,0.485359
11733433.00000000,6983086.00000000,343.36999512,-0.632904,-0.606043,0.481813
11733435.00000000,6983084.00000000,339.38699341,-0.561614,-0.625702,0.541375
11733441.00000000,6983092.00000000,365.28601074,-0.307028,-0.529743,0.790637
11733443.00000000,6983088.00000000,356.11999512,-0.274465,-0.601285,0.750417
11733446.00000000,6983086.00000000,351.53298950,-0.271867,-0.824921,0.495574
11733450.00000000,6983083.50000000,348.61999512,-0.061196,-0.965391,0.253525
11733452.00000000,6983073.00000000,322.22799683,0.011695,-0.406713,0.913481
11733461.00000000,6983088.50000000,368.50799561,-0.065032,0.367628,0.927696
11733461.00000000,6983084.00000000,357.59600830,-0.131382,-0.562432,0.816339
11733465.00000000,6983086.50000000,366.43399048,-0.081025,0.341366,0.936432
11733468.00000000,6983084.00000000,362.79299927,-0.211174,-0.064695,0.975305
11733430.00000000,6983086.00000000,343.92800903,-0.687192,-0.533368,0.493240
11733432.00000000,6983082.50000000,337.28100586,-0.543169,-0.526352,0.654157
11733443.00000000,6983091.00000000,366.51998901,-0.258484,-0.549866,0.794250
11733445.00000000,6983089.00000000,363.96099854,-0.243153,-0.597685,0.763970
11733450.00000000,6983082.00000000,349.05300903,-0.087265,-0.952105,0.293055
11733456.00000000,6983079.50000000,345.96200562,-0.058781,-0.939194,0.338319
11733462.00000000,6983082.50000000,357.89801025,-0.154514,-0.592554,0.790572
11733465.00000000,6983081.00000000,355.80398560,-0.211128,-0.574822,0.790573
11733427.00000000,6983083.50000000,337.97698975,-0.592501,-0.423215,0.685442
11733430.00000000,6983084.50000000,343.65899658,-0.667489,-0.543070,0.509444
11733433.00000000,6983083.50000000,343.80300903,-0.586295,-0.643412,0.492219
11733438.00000000,6983090.00000000,364.26300049,-0.370771,-0.556973,0.743175
11733441.00000000,6983089.50000000,365.27301025,-0.297809,-0.565359,0.769207
11733445.00000000,6983084.50000000,353.65899658,-0.254547,-0.716210,0.649807
11733449.00000000,6983081.50000000,349.20999146,-0.117062,-0.940534,0.318893
11733452.00000000,6983081.00000000,349.20999146,-0.076024,-0.954806,0.287344
11733459.00000000,6983083.00000000,360.47000122,-0.152289,-0.622726,0.767476
11733463.00000000,6983081.50000000,358.34399414,-0.187966,-0.603632,0.774788
11733466.00000000,6983080.00000000,357.16299438,-0.268892,-0.631657,0.727122
11733424.00000000,6983077.50000000,323.68499756,-0.197636,-0.252156,0.947289
11733430.00000000,6983081.00000000,337.25500488,-0.530618,-0.490445,0.691310
11733437.00000000,6983083.00000000,348.41598511,-0.479461,-0.775263,0.411198
11733444.00000000,6983088.00000000,366.34298706,-0.231894,-0.577401,0.782837
11733450.00000000,6983082.50000000,356.53900146,-0.193147,-0.696875,0.690695
11733463.00000000,6983082.00000000,363.54699707,-0.215497,-0.615485,0.758116
11733469.00000000,6983077.50000000,355.27899170,-0.343820,-0.630609,0.695788
11733427.00000000,6983080.00000000,336.64498901,-0.511423,-0.422623,0.748223
11733431.00000000,6983080.00000000,339.70199585,-0.563315,-0.556548,0.610681
11733435.00000000,6983083.00000000,349.51199341,-0.532900,-0.734181,0.420710
11733439.00000000,6983088.00000000,366.40200806,-0.330699,-0.559768,0.759801
11733447.00000000,6983084.50000000,363.53399658,-0.206529,-0.656855,0.725181
11733450.00000000,6983079.00000000,351.30999756,-0.117303,-0.917722,0.379509
11733460.00000000,6983077.50000000,354.43301392,-0.152766,-0.703330,0.694255
11733465.00000000,6983077.50000000,357.48400879,-0.243623,-0.630276,0.737156
11733423.00000000,6983074.50000000,322.83200073,-0.172615,-0.244872,0.954066
11733426.00000000,6983073.50000000,322.83200073,-0.160639,-0.271332,0.948986
11733431.00000000,6983080.50000000,344.01300049,-0.596329,-0.609843,0.521999
11733434.00000000,6983081.50000000,349.85299683,-0.539440,-0.727502,0.423964
11733442.00000000,6983085.00000000,364.42700195,-0.261576,-0.623026,0.737168
11733446.00000000,6983082.00000000,359.62298584,-0.213626,-0.693895,0.687658
11733451.00000000,6983078.00000000,351.66400146,-0.115418,-0.910831,0.396316
11733463.00000000,6983079.50000000,365.04998779,-0.223312,-0.660567,0.716786
11733467.00000000,6983073.50000000,351.97900391,-0.331500,-0.748706,0.574062
11733426.00000000,6983072.00000000,322.61599731,-0.145307,-0.265285,0.953158
11733433.00000000,6983078.50000000,343.80300903,-0.526650,-0.664623,0.530015
11733444.00000000,6983084.00000000,366.28399658,-0.226015,-0.621931,0.749746
11733450.00000000,6983080.00000000,360.12200928,-0.179154,-0.721210,0.669148
11733427.00000000,6983070.50000000,322.40600586,-0.130793,-0.265549,0.955184
11733435.00000000,6983084.50000000,365.51599121,-0.430171,-0.582974,0.689271
11733443.00000000,6983082.50000000,365.97500610,-0.237224,-0.633120,0.736807
11733450.00000000,6983079.50000000,363.25201416,-0.175798,-0.723067,0.668034
11733430.00000000,6983075.00000000,340.98199463,-0.564942,-0.537960,0.625652
11733434.00000000,6983079.00000000,353.72500610,-0.507919,-0.714418,0.481274
11733440.00000000,6983082.50000000,367.98999023,-0.271009,-0.603826,0.749632
11733443.00000000,6983077.00000000,355.92300415,-0.233713,-0.738783,0.632122
11733450.00000000,6983079.00000000,364.57800293,-0.186387,-0.694716,0.694716
11733435.00000000,6983077.00000000,354.27600098,-0.433709,-0.689613,0.579940
11733441.00000000,6983080.50000000,367.90399170,-0.250510,-0.625487,0.738925
