x,y,z,a,b,c
11733391.00000000,6983297.00000000,328.58700562,-0.107703,-0.089174,0.990176
11733396.00000000,6983295.50000000,329.45300293,-0.150090,0.140167,0.978686
11733404.00000000,6983296.00000000,334.99099731,-0.341174,0.644803,0.683981
11733412.00000000,6983296.50000000,341.75000000,-0.055415,0.612407,0.788598
11733421.00000000,6983298.50000000,353.59298706,0.192115,0.537015,0.821406
11733379.00000000,6983310.00000000,358.50900269,-0.566943,-0.134705,0.812668
11733386.00000000,6983308.00000000,357.83300781,-0.503017,-0.170640,0.847264
11733391.00000000,6983304.50000000,351.50100708,-0.629338,-0.354718,0.691454
11733397.00000000,6983296.00000000,333.25900269,-0.314719,0.420142,0.851136
11733403.00000000,6983295.00000000,334.91900635,-0.381263,0.642041,0.665148
11733411.00000000,6983296.00000000,343.17999268,-0.067236,0.607985,0.791096
11733421.00000000,6983297.50000000,353.58700562,0.182440,0.535259,0.824751
11733381.00000000,6983309.00000000,359.92599487,-0.508885,-0.135606,0.850086
11733390.00000000,6983304.50000000,354.55200195,-0.722908,-0.325066,0.609701
11733392.00000000,6983294.00000000,328.89599609,-0.209328,0.052029,0.976460
11733400.00000000,6983294.00000000,334.57101440,-0.470976,0.605062,0.641936
11733409.00000000,6983295.00000000,342.95098877,-0.107001,0.611227,0.784189
11733417.00000000,6983298.00000000,356.42199707,0.176918,0.498047,0.848910
11733378.00000000,6983308.00000000,359.17800903,-0.534980,-0.142956,0.832682
11733382.00000000,6983306.00000000,357.91101074,-0.562931,-0.176576,0.807421
11733388.00000000,6983303.50000000,354.57800293,-0.788233,-0.324567,0.522824
11733388.00000000,6983293.50000000,328.23300171,-0.254115,-0.013248,0.967083
11733395.00000000,6983294.00000000,334.01998901,-0.428169,0.380417,0.819728
11733404.00000000,6983293.50000000,340.12899780,-0.285254,0.603973,0.744209
11733413.00000000,6983296.50000000,353.52801514,0.075285,0.546882,0.833818
11733377.00000000,6983306.50000000,360.51000977,-0.531366,-0.152453,0.833312
11733379.00000000,6983306.00000000,360.39801025,-0.533956,-0.146431,0.832735
11733383.00000000,6983301.00000000,350.55599976,-0.781781,-0.300930,0.546132
11733388.00000000,6983302.00000000,355.43798828,-0.769493,-0.322898,0.551015
11733389.00000000,6983292.50000000,331.33700562,-0.374103,0.062572,0.925274
11733397.00000000,6983291.50000000,335.09600830,-0.560626,0.506752,0.654905
11733405.00000000,6983294.00000000,347.73400879,-0.091194,0.580458,0.809167
11733415.00000000,6983295.50000000,357.88500977,0.139370,0.452592,0.880759
11733376.00000000,6983303.00000000,355.42498779,-0.782410,-0.276610,0.557961
11733379.00000000,6983301.00000000,351.91400146,-0.770799,-0.322101,0.549655
11733386.00000000,6983300.00000000,354.82101440,-0.791739,-0.340688,0.507033
11733387.00000000,6983289.50000000,327.66198730,-0.344618,0.058965,0.936889
11733395.00000000,6983290.50000000,336.71701050,-0.604315,0.408948,0.683787
11733404.00000000,6983293.50000000,350.88400269,-0.043296,0.562852,0.825423
11733413.00000000,6983295.00000000,359.63699341,0.123365,0.381185,0.916231
11733420.00000000,6983291.50000000,355.75900269,0.160421,0.493038,0.855090
11733380.00000000,6983298.50000000,351.99301147,-0.778481,-0.329049,0.534504
11733380.00000000,6983289.00000000,326.50100708,-0.331992,-0.061191,0.941295
11733386.00000000,6983287.50000000,327.01199341,-0.373381,0.073606,0.924753
11733393.00000000,6983290.00000000,338.25299072,-0.638634,0.283304,0.715462
11733402.00000000,6983293.00000000,352.66198730,-0.040038,0.517733,0.854605
11733410.00000000,6983294.00000000,361.61199951,0.093117,0.363020,0.927117
11733417.00000000,6983291.00000000,357.79998779,0.124270,0.461371,0.878461
11733378.00000000,6983287.50000000,326.46798706,-0.332753,-0.063941,0.940844
11733384.00000000,6983286.00000000,326.50100708,-0.381265,0.037996,0.923684
11733389.00000000,6983287.50000000,334.49301147,-0.594902,0.188105,0.781478
11733397.00000000,6983291.50000000,349.49899292,-0.416560,0.279233,0.865163
11733406.00000000,6983294.00000000,362.33999634,0.041180,0.278277,0.959618
11733414.00000000,6983290.50000000,359.38699341,0.095413,0.418987,0.902965
11733422.00000000,6983287.00000000,355.58801270,0.270213,0.344042,0.899233
11733381.00000000,6983285.50000000,326.37600708,-0.369392,-0.008947,0.929231
11733389.00000000,6983289.50000000,341.90701294,-0.708475,0.006932,0.705702
11733396.00000000,6983291.00000000,350.38500977,-0.519147,0.142655,0.842695
11733408.00000000,6983292.50000000,363.21301270,0.053477,0.343034,0.937800
11733418.00000000,6983288.00000000,357.72100830,0.157102,0.383555,0.910058
11733379.00000000,6983285.50000000,326.55300903,-0.357581,-0.032273,0.933324
11733384.00000000,6983287.00000000,334.69601440,-0.586353,0.017936,0.809857
11733389.00000000,6983286.00000000,334.72198486,-0.621529,0.181725,0.762022
11733398.00000000,6983291.50000000,356.82199097,-0.357349,0.021774,0.933717
11733406.00000000,6983292.00000000,364.07299805,0.006025,0.261481,0.965190
11733413.00000000,6983289.00000000,360.46398926,0.073788,0.374307,0.924364
11733420.00000000,6983286.00000000,356.63800049,0.212870,0.332878,0.918629
11733382.00000000,6983286.00000000,334.64999390,-0.573832,-0.017889,0.818777
11733387.00000000,6983285.00000000,334.77499390,-0.627343,0.107251,0.771323
11733396.00000000,6983290.50000000,356.60598755,-0.487777,-0.119426,0.864761
11733409.00000000,6983290.00000000,362.85900879,0.031683,0.320628,0.946675
11733416.00000000,6983286.50000000,358.98098755,0.127098,0.343028,0.930687
11733375.00000000,6983283.50000000,326.44799805,-0.320574,-0.039593,0.946396
11733385.00000000,6983287.00000000,342.33401489,-0.718209,-0.098405,0.688834
11733392.00000000,6983290.50000000,356.57299805,-0.615270,-0.257812,0.744967
11733400.00000000,6983289.50000000,360.27999878,-0.210271,0.123614,0.969797
11733409.00000000,6983288.50000000,363.02301025,0.011024,0.282945,0.959073
11733418.00000000,6983284.50000000,358.35699463,0.171830,0.298297,0.938879
11733379.00000000,6983283.50000000,334.15200806,-0.541523,-0.045939,0.839430
11733384.00000000,6983282.50000000,334.45300293,-0.620291,0.037977,0.783452
11733395.00000000,6983288.00000000,356.37600708,-0.543135,-0.143553,0.827282
11733404.00000000,6983287.50000000,362.56298828,-0.116176,0.186132,0.975632
11733411.00000000,6983286.00000000,362.39300537,0.035614,0.254211,0.966493
11733420.00000000,6983282.00000000,357.97698975,0.223206,0.234161,0.946228
11733379.00000000,6983285.00000000,342.04501343,-0.669420,-0.139901,0.729592
11733383.00000000,6983281.00000000,334.46701050,-0.613289,0.029337,0.789313
11733391.00000000,6983286.00000000,354.07901001,-0.669663,-0.186274,0.718925
11733399.00000000,6983286.00000000,358.97399902,-0.387180,0.024769,0.921671
11733407.00000000,6983285.50000000,363.76400757,-0.067787,0.167684,0.983508
11733414.00000000,6983282.50000000,361.13900757,0.085451,0.206817,0.974641
11733421.00000000,6983279.50000000,357.91101074,0.277619,0.163863,0.946613
11733381.00000000,6983279.50000000,334.50601196,-0.594918,0.006870,0.803757
11733387.00000000,6983278.00000000,334.44000244,-0.662386,0.067826,0.746086
11733397.00000000,6983284.00000000,357.56399536,-0.499506,-0.051196,0.864796
11733405.00000000,6983284.00000000,362.38000488,-0.142944,0.150402,0.978236
11733413.00000000,6983281.50000000,362.20199585,0.060630,0.172380,0.983163
11733420.00000000,6983278.50000000,358.78399658,0.243432,0.143428,0.959255
11733380.00000000,6983279.50000000,337.58999634,-0.629102,-0.023713,0.776961
11733387.00000000,6983276.00000000,334.42700195,-0.665568,0.043993,0.745039
11733395.00000000,6983282.00000000,355.77899170,-0.579564,-0.075844,0.811390
11733403.00000000,6983281.50000000,360.58801270,-0.286928,0.117680,0.950696
11733409.00000000,6983281.50000000,364.24301147,-0.041901,0.127967,0.990893
11733417.00000000,6983280.00000000,364.61099243,0.145677,0.153148,0.977407
11733421.00000000,6983276.50000000,358.85598755,0.283846,0.100720,0.953565
11733382.00000000,6983276.00000000,334.51901245,-0.615078,0.004128,0.788456
11733392.00000000,6983280.50000000,353.49499512,-0.652286,-0.095278,0.751961
11733402.00000000,6983280.00000000,359.45300293,-0.371197,0.099258,0.923234
11733414.00000000,6983278.00000000,362.32101440,0.063121,0.122799,0.990422
11733421.00000000,6983274.50000000,358.53399658,0.296974,0.065566,0.952632
11733382.00000000,6983274.50000000,334.51901245,-0.615069,-0.006880,0.788444
11733391.00000000,6983279.00000000,352.85900879,-0.672640,-0.092323,0.734188
11733400.00000000,6983278.50000000,357.83898926,-0.485254,0.059447,0.872350
11733411.00000000,6983278.00000000,364.03298950,-0.016212,0.094032,0.995437
11733418.00000000,6983274.50000000,360.29998779,0.177379,0.078433,0.981012
11733378.00000000,6983274.00000000,334.51901245,-0.557437,-0.020646,0.829962
11733386.00000000,6983272.00000000,334.41400146,-0.660607,-0.049938,0.749069
11733395.00000000,6983277.50000000,354.73498535,-0.610422,-0.043702,0.790870
11733403.00000000,6983277.00000000,359.57101440,-0.342979,0.067019,0.936949
11733411.00000000,6983277.00000000,364.16400146,-0.022437,0.075860,0.996866
11733418.00000000,6983273.50000000,360.75201416,0.172003,0.058125,0.983380
11733380.00000000,6983273.00000000,334.49301147,-0.590194,-0.026385,0.806830
11733387.00000000,6983271.00000000,334.55801392,-0.672338,-0.076963,0.736232
11733395.00000000,6983276.00000000,354.73498535,-0.618039,-0.043843,0.784924
11733404.00000000,6983276.00000000,359.70300293,-0.294271,0.054778,0.954151
11733411.00000000,6983275.50000000,364.31500244,-0.034787,0.047436,0.998268
11733419.00000000,6983272.50000000,360.52899170,0.206531,0.037008,0.977740
11733376.00000000,6983269.50000000,326.14599609,-0.364266,-0.053917,0.929733
11733384.00000000,6983270.50000000,334.48001099,-0.631386,-0.085636,0.770726
11733394.00000000,6983275.00000000,353.56100464,-0.637854,-0.049721,0.768550
11733402.00000000,6983275.00000000,358.57400513,-0.410889,0.038562,0.910870
11733410.00000000,6983274.50000000,363.59399414,-0.073425,0.020219,0.997096
11733417.00000000,6983272.00000000,361.37600708,0.120602,0.021022,0.992478
11733376.00000000,6983268.50000000,326.06799316,-0.361237,-0.064837,0.930217
11733384.00000000,6983269.50000000,334.44000244,-0.627343,-0.107251,0.771323
11733396.00000000,6983273.50000000,354.57800293,-0.616669,-0.043745,0.786006
11733405.00000000,6983273.50000000,360.56900024,-0.227263,-0.005888,0.973816
11733416.00000000,6983271.50000000,362.45199585,0.072214,0.003140,0.997384
11733376.00000000,6983270.00000000,334.46701050,-0.514705,-0.048557,0.855991
11733382.00000000,6983268.50000000,334.58499146,-0.599711,-0.119353,0.791265
11733389.00000000,6983269.50000000,342.87200928,-0.733656,-0.101447,0.671906
11733393.00000000,6983270.50000000,348.46301270,-0.688302,-0.061789,0.722788
11733401.00000000,6983272.00000000,357.36700439,-0.494823,-0.034079,0.868325
11733409.00000000,6983271.50000000,362.20199585,-0.110592,-0.039098,0.993097
11733417.00000000,6983269.50000000,362.38598633,0.093253,-0.034010,0.995061
11733377.00000000,6983268.00000000,334.43399048,-0.518523,-0.083816,0.850946
11733385.00000000,6983266.00000000,334.95199585,-0.628126,-0.191970,0.754059
11733398.00000000,6983270.00000000,354.73498535,-0.592964,-0.085121,0.800717
11733415.00000000,6983269.00000000,363.60000610,0.019944,-0.055633,0.998252
11733375.00000000,6983267.00000000,334.45999146,-0.477314,-0.082585,0.874843
11733383.00000000,6983265.50000000,335.98199463,-0.609272,-0.184767,0.771134
11733390.00000000,6983268.50000000,350.01800537,-0.700729,-0.098425,0.706605
11733398.00000000,6983268.50000000,354.67599487,-0.591944,-0.116039,0.797582
11733406.00000000,6983268.00000000,359.67001343,-0.210933,-0.109887,0.971304
11733414.00000000,6983268.00000000,364.28900146,-0.015992,-0.077828,0.996839
11733421.00000000,6983265.00000000,360.89001465,0.240111,-0.111709,0.964296
11733382.00000000,6983263.50000000,334.56500244,-0.555041,-0.206420,0.805804
11733390.00000000,6983267.00000000,349.45300293,-0.704085,-0.130054,0.698105
11733399.00000000,6983266.50000000,355.11599731,-0.570233,-0.163998,0.804946
11733408.00000000,6983266.00000000,360.37799072,-0.146694,-0.134367,0.980013
11733417.00000000,6983265.00000000,363.24600220,0.050895,-0.116493,0.991887
11733377.00000000,6983263.00000000,334.58499146,-0.472439,-0.156505,0.867357
11733384.00000000,6983261.00000000,334.61700439,-0.560504,-0.259057,0.786590
11733395.00000000,6983264.50000000,352.27499390,-0.625935,-0.175140,0.759955
11733403.00000000,6983264.50000000,357.26800537,-0.406960,-0.220498,0.886433
11733412.00000000,6983264.00000000,362.35998535,-0.069362,-0.149305,0.986355
11733376.00000000,6983261.50000000,334.53201294,-0.439634,-0.161054,0.883620
11733383.00000000,6983259.50000000,334.55200195,-0.522655,-0.266788,0.809726
11733390.00000000,6983263.00000000,348.88900757,-0.708123,-0.230807,0.667300
11733398.00000000,6983262.50000000,353.63299561,-0.574477,-0.238198,0.783095
11733406.00000000,6983262.50000000,358.45599365,-0.241522,-0.230481,0.942627
11733414.00000000,6983262.00000000,363.23901367,-0.040479,-0.158447,0.986537
11733421.00000000,6983259.50000000,361.85501099,0.204306,-0.231366,0.951172
11733381.00000000,6983259.00000000,335.87100220,-0.509621,-0.252487,0.822519
11733389.00000000,6983261.00000000,347.54998779,-0.705670,-0.286429,0.648065
11733398.00000000,6983261.00000000,353.29199219,-0.572459,-0.269671,0.774318
11733406.00000000,6983260.50000000,358.16699219,-0.253767,-0.270780,0.928591
11733414.00000000,6983260.50000000,363.31100464,-0.043480,-0.175096,0.983591
11733421.00000000,6983258.00000000,361.87399292,0.208005,-0.257596,0.943599
11733382.00000000,6983256.50000000,334.62399292,-0.475520,-0.277258,0.834871
11733390.00000000,6983259.50000000,347.76699829,-0.688941,-0.333884,0.643337
11733399.00000000,6983259.00000000,353.75799561,-0.548608,-0.311891,0.775728
11733407.00000000,6983258.50000000,358.62600708,-0.222637,-0.304885,0.926001
11733415.00000000,6983258.50000000,363.56698608,-0.024699,-0.198770,0.979735
11733376.00000000,6983256.50000000,334.70300293,-0.380774,-0.211541,0.900145
11733383.00000000,6983254.50000000,334.85998535,-0.462115,-0.297185,0.835542
11733394.00000000,6983257.50000000,349.80099487,-0.628834,-0.413139,0.658699
11733405.00000000,6983257.00000000,356.50000000,-0.340970,-0.381084,0.859368
11733415.00000000,6983256.50000000,363.14700317,-0.018065,-0.244479,0.969486
11733375.00000000,6983255.50000000,334.62399292,-0.360947,-0.202763,0.910277
11733383.00000000,6983253.00000000,334.72900391,-0.437335,-0.298254,0.848400
11733392.00000000,6983256.00000000,348.50799561,-0.641678,-0.435008,0.631678
11733400.00000000,6983255.50000000,353.33099365,-0.505820,-0.462701,0.728049
11733408.00000000,6983255.50000000,358.39700317,-0.212901,-0.360628,0.908086
11733416.00000000,6983255.00000000,363.31799316,0.018409,-0.276133,0.960943
11733377.00000000,6983253.50000000,334.56500244,-0.359314,-0.222571,0.906287
11733385.00000000,6983251.00000000,334.18399048,-0.412118,-0.334360,0.847563
11733396.00000000,6983254.50000000,350.57501221,-0.567959,-0.510658,0.645485
11733405.00000000,6983254.00000000,356.22500610,-0.345998,-0.450272,0.823128
11733417.00000000,6983254.00000000,363.43600464,0.062803,-0.298635,0.952299
11733378.00000000,6983252.00000000,334.58499146,-0.361203,-0.235440,0.902275
11733385.00000000,6983250.00000000,334.74899292,-0.403474,-0.341162,0.849010
11733404.00000000,6983252.50000000,354.97198486,-0.367054,-0.556291,0.745528
11733411.00000000,6983252.50000000,359.83401489,-0.135232,-0.377813,0.915953
11733419.00000000,6983252.00000000,364.23699951,0.147516,-0.335014,0.930594
11733379.00000000,6983250.00000000,334.57199097,-0.344563,-0.250725,0.904662
11733407.00000000,6983251.00000000,357.03201294,-0.264576,-0.533849,0.803122
11733416.00000000,6983250.50000000,362.09698486,0.027666,-0.407083,0.912972
11733377.00000000,6983342.50000000,352.28799438,-0.707188,-0.061933,0.704308
11733380.00000000,6983342.00000000,353.64599609,-0.663897,-0.046913,0.746351
11733383.00000000,6983342.00000000,356.22500610,-0.568802,-0.020659,0.822215
11733377.00000000,6983338.00000000,352.23599243,-0.720945,-0.073980,0.689032
11733384.00000000,6983341.00000000,356.87500000,-0.525947,-0.028838,0.850029
11733377.00000000,6983335.50000000,351.84799194,-0.726816,-0.067913,0.683467
11733388.00000000,6983342.00000000,358.99398804,-0.331281,-0.055863,0.941877
11733381.00000000,6983337.50000000,354.67001343,-0.655321,-0.061660,0.752830
11733375.00000000,6983333.00000000,350.39199829,-0.736769,-0.058884,0.673576
11733386.00000000,6983339.50000000,357.94400024,-0.398520,-0.068897,0.914568
11733380.00000000,6983335.50000000,353.40399170,-0.691041,-0.064920,0.719894
11733393.00000000,6983343.50000000,363.01000977,-0.165607,-0.035901,0.985538
11733388.00000000,6983339.50000000,358.80398560,-0.319873,-0.082930,0.943824
11733382.00000000,6983335.00000000,354.55200195,-0.645625,-0.067582,0.760658
11733396.00000000,6983343.00000000,364.78100586,-0.093253,-0.034010,0.995061
11733386.00000000,6983336.00000000,357.65499878,-0.379344,-0.093816,0.920487
11733380.00000000,6983331.50000000,353.19400024,-0.695470,-0.064795,0.715628
11733397.00000000,6983341.00000000,364.95800781,-0.081480,-0.065853,0.994497
11733391.00000000,6983336.50000000,360.82501221,-0.203438,-0.120041,0.971701
11733384.00000000,6983332.50000000,356.37600708,-0.509510,-0.089413,0.855807
11733400.00000000,6983343.00000000,363.59399414,0.019167,-0.015132,0.999702
11733394.00000000,6983338.00000000,363.31201172,-0.152450,-0.113423,0.981781
11733389.00000000,6983333.50000000,359.19100952,-0.241864,-0.134660,0.960921
11733383.00000000,6983329.50000000,354.80801392,-0.614938,-0.088679,0.783573
11733399.00000000,6983340.50000000,364.22399902,-0.031125,-0.069763,0.997078
11733394.00000000,6983335.50000000,362.54998779,-0.142734,-0.123215,0.982062
11733387.00000000,6983331.00000000,358.29199219,-0.298526,-0.139132,0.944206
11733381.00000000,6983327.00000000,353.71200562,-0.676937,-0.076826,0.732020
11733401.00000000,6983340.00000000,363.01000977,0.026717,-0.071601,0.997075
11733395.00000000,6983334.00000000,363.27200317,-0.121955,-0.129200,0.984091
11733389.00000000,6983329.50000000,359.06600952,-0.220506,-0.172972,0.959926
11733382.00000000,6983324.50000000,353.82299805,-0.656466,-0.101334,0.747519
11733403.00000000,6983339.50000000,361.69699097,0.116692,-0.077409,0.990147
11733399.00000000,6983334.00000000,364.74798584,-0.059112,-0.137928,0.988677
11733393.00000000,6983329.50000000,361.84799194,-0.142472,-0.172732,0.974610
11733387.00000000,6983325.00000000,357.56399536,-0.268290,-0.199498,0.942455
11733375.00000000,6983326.50000000,330.07699585,-0.508162,-0.207816,0.835813
11733378.00000000,6983315.50000000,356.55300903,-0.720498,-0.082966,0.688476
11733410.00000000,6983343.50000000,361.62500000,0.385372,-0.019463,0.922556
11733404.00000000,6983338.00000000,360.82501221,0.184786,-0.129476,0.974213
11733400.00000000,6983332.00000000,363.97399902,-0.021846,-0.169019,0.985371
11733395.00000000,6983327.00000000,362.88500977,-0.085731,-0.214948,0.972856
11733389.00000000,6983322.50000000,358.44299316,-0.144672,-0.261472,0.954307
11733381.00000000,6983320.00000000,346.40899658,-0.644410,-0.323017,0.693106
11733380.00000000,6983312.50000000,359.30300903,-0.510173,-0.129360,0.850288
11733377.00000000,6983309.50000000,359.09298706,-0.545446,-0.140426,0.826299
11733409.00000000,6983341.00000000,360.00399780,0.405452,-0.080544,0.910561
11733405.00000000,6983335.50000000,360.94299316,0.234180,-0.198986,0.951611
11733401.00000000,6983329.50000000,364.07299805,0.037193,-0.217161,0.975427
11733395.00000000,6983324.50000000,362.94400024,-0.048244,-0.253588,0.966109
11733389.00000000,6983321.00000000,355.89700317,-0.070557,-0.366100,0.927897
11733384.00000000,6983318.00000000,351.61898804,-0.545514,-0.348028,0.762424
11733382.00000000,6983313.00000000,357.70800781,-0.556804,-0.134401,0.819698
11733379.00000000,6983309.50000000,357.85198975,-0.624318,-0.129632,0.770340
11733376.00000000,6983307.50000000,354.88000488,-0.790030,-0.177416,0.586836
11733408.00000000,6983339.50000000,358.41598511,0.419466,-0.137926,0.897231
11733404.00000000,6983333.50000000,361.35000610,0.176323,-0.251698,0.951608
11733400.00000000,6983327.50000000,364.55200195,0.027659,-0.229689,0.972871
11733395.00000000,6983322.50000000,362.22198486,-0.003664,-0.291937,0.956430
11733386.00000000,6983320.50000000,349.03298950,-0.415406,-0.444501,0.793635
11733384.00000000,6983316.50000000,351.37600708,-0.565712,-0.366816,0.738523
11733384.00000000,6983310.50000000,362.67498779,-0.463777,-0.121296,0.877609
11733379.00000000,6983307.00000000,360.37899780,-0.529444,-0.143053,0.836197
11733414.00000000,6983343.00000000,360.83099365,0.505127,-0.065765,0.860536
11733408.00000000,6983338.00000000,358.41598511,0.426762,-0.176240,0.887025
11733404.00000000,6983332.00000000,361.59899902,0.179747,-0.281283,0.942640
11733400.00000000,6983326.00000000,364.64401245,0.053339,-0.251810,0.966306
11733394.00000000,6983321.50000000,360.58200073,-0.011052,-0.291046,0.956645
11733386.00000000,6983318.00000000,351.60598755,-0.384076,-0.435074,0.814369
11733384.00000000,6983314.50000000,353.28500366,-0.611423,-0.282563,0.739135
11733381.00000000,6983307.00000000,360.59500122,-0.517005,-0.136208,0.845076
11733416.00000000,6983343.00000000,360.98199463,0.553449,-0.075406,0.829462
11733410.00000000,6983339.00000000,357.84600830,0.494282,-0.160826,0.854296
11733406.00000000,6983333.00000000,360.30599976,0.309025,-0.306067,0.900459
11733402.00000000,6983327.00000000,363.44900513,0.136259,-0.303548,0.943023
11733396.00000000,6983322.00000000,362.16299438,0.028823,-0.299507,0.953659
11733388.00000000,6983320.50000000,347.11700439,-0.227526,-0.568041,0.790924
11733386.00000000,6983316.00000000,350.58898926,-0.404351,-0.475803,0.781096
11733383.00000000,6983314.50000000,349.07299805,-0.588994,-0.423080,0.688542
11733381.00000000,6983306.50000000,360.64099121,-0.518077,-0.139426,0.843894
11733377.00000000,6983304.00000000,356.59899902,-0.747723,-0.239836,0.619184
11733415.00000000,6983341.50000000,359.60400391,0.566758,-0.115695,0.815721
11733410.00000000,6983337.00000000,357.35998535,0.515556,-0.221827,0.827644
11733406.00000000,6983330.50000000,360.47698975,0.303914,-0.361371,0.881503
11733402.00000000,6983324.50000000,363.61999512,0.176700,-0.349159,0.920253
11733394.00000000,6983321.50000000,354.82699585,0.172301,-0.466834,0.867398
11733387.00000000,6983316.00000000,350.47698975,-0.308265,-0.507452,0.804652
11733386.00000000,6983310.50000000,357.68798828,-0.454139,-0.152347,0.877809
11733383.00000000,6983306.00000000,359.06600952,-0.512057,-0.145254,0.846581
11733376.00000000,6983302.00000000,354.11898804,-0.779783,-0.304578,0.546965
11733415.00000000,6983339.50000000,357.92401123,0.597343,-0.164836,0.784863
11733410.00000000,6983334.50000000,357.58999634,0.516192,-0.283984,0.808021
11733406.00000000,6983328.50000000,360.54199219,0.308075,-0.393907,0.865983
11733402.00000000,6983322.50000000,363.50799561,0.158319,-0.318016,0.934773
11733393.00000000,6983321.00000000,347.22198486,0.158164,-0.607047,0.778767
11733388.00000000,6983317.50000000,344.78799438,-0.219571,-0.621339,0.752148
11733387.00000000,6983308.50000000,358.86300659,-0.444953,-0.133057,0.885614
11733383.00000000,6983307.00000000,353.65899658,-0.791260,-0.302867,0.531206
11733379.00000000,6983302.50000000,353.01000977,-0.791728,-0.313824,0.524101
11733417.00000000,6983339.50000000,357.71398926,0.628113,-0.171857,0.758907
11733412.00000000,6983335.00000000,356.18499756,0.575974,-0.269840,0.771648
11733407.00000000,6983327.50000000,359.82699585,0.357714,-0.427050,0.830463
11733402.00000000,6983322.50000000,359.96499634,0.226287,-0.363518,0.903686
11733394.00000000,6983320.50000000,346.00799561,0.187966,-0.603632,0.774788
11733388.00000000,6983319.50000000,335.81201172,-0.254720,-0.662906,0.704041
11733388.00000000,6983311.50000000,352.19601440,-0.252710,-0.473257,0.843899
11733386.00000000,6983308.00000000,354.95901489,-0.729816,-0.299947,0.614329
11733380.00000000,6983305.50000000,346.36898804,-0.626658,-0.351779,0.695378
11733376.00000000,6983299.00000000,350.57598877,-0.721882,-0.335797,0.605084
11733416.00000000,6983337.00000000,355.78500366,0.627623,-0.222705,0.745984
11733411.00000000,6983331.00000000,357.14300537,0.538176,-0.365829,0.759299
11733407.00000000,6983325.00000000,360.24700928,0.339802,-0.421229,0.840893
11733399.00000000,6983322.00000000,351.46798706,0.321688,-0.532946,0.782614
11733390.00000000,6983320.50000000,335.80499268,-0.136733,-0.680660,0.719726
11733391.00000000,6983313.50000000,350.70001221,0.080564,-0.507409,0.857931
11733387.00000000,6983307.00000000,354.13198853,-0.756480,-0.327432,0.566150
11733383.00000000,6983303.00000000,352.43200684,-0.808015,-0.314667,0.498092
11733377.00000000,6983300.50000000,345.46398926,-0.627704,-0.308204,0.714841
11733418.00000000,6983337.00000000,355.74600220,0.641371,-0.220033,0.735002
11733413.00000000,6983332.00000000,355.75201416,0.593076,-0.328050,0.735285
11733409.00000000,6983326.00000000,358.89498901,0.411666,-0.443953,0.795887
11733402.00000000,6983322.00000000,352.48498535,0.360096,-0.511885,0.779939
11733394.00000000,6983319.50000000,340.89700317,0.139704,-0.650450,0.746591
11733388.00000000,6983319.00000000,330.65399170,-0.179969,-0.555030,0.812128
11733389.00000000,6983314.50000000,339.93899536,-0.130116,-0.659551,0.740312
11733391.00000000,6983309.00000000,354.61099243,-0.176241,-0.348253,0.920684
11733388.00000000,6983305.50000000,354.62399292,-0.760593,-0.326428,0.561198
11733382.00000000,6983301.00000000,350.69400024,-0.780379,-0.308002,0.544191
11733377.00000000,6983299.00000000,345.18798828,-0.629439,-0.301036,0.716369
11733416.00000000,6983342.00000000,339.40100098,0.616255,-0.236780,0.751109
11733415.00000000,6983333.00000000,354.32199097,0.617444,-0.307916,0.723844
11733411.00000000,6983327.00000000,357.53698730,0.498547,-0.442605,0.745353
11733405.00000000,6983322.50000000,353.74499512,0.400382,-0.481431,0.779691
11733395.00000000,6983321.00000000,337.10400391,0.120711,-0.695950,0.707872
11733391.00000000,6983317.50000000,335.47000122,-0.006924,-0.671622,0.740862
11733389.00000000,6983315.50000000,335.01098633,-0.101367,-0.639052,0.762455
11733387.00000000,6983315.50000000,330.32598877,-0.179481,-0.485044,0.855873
11733390.00000000,6983306.50000000,354.13198853,-0.607312,-0.346803,0.714772
11733385.00000000,6983301.00000000,353.90200806,-0.817920,-0.327484,0.473033
11733379.00000000,6983298.50000000,345.28698730,-0.644442,-0.279845,0.711605
11733415.00000000,6983341.50000000,335.02398682,0.601942,-0.285803,0.745642
11733415.00000000,6983331.00000000,354.19699097,0.614700,-0.332490,0.715258
11733411.00000000,6983325.00000000,357.38000488,0.487442,-0.415712,0.767844
11733403.00000000,6983322.00000000,346.15899658,0.368902,-0.541164,0.755680
11733394.00000000,6983318.50000000,335.66699219,0.110943,-0.690808,0.714476
11733393.00000000,6983312.00000000,344.38101196,0.154881,-0.593962,0.789443
11733390.00000000,6983305.50000000,351.41500854,-0.620305,-0.380081,0.686120
11733386.00000000,6983301.50000000,350.37899780,-0.785589,-0.299952,0.541183
11733382.00000000,6983299.00000000,346.98599243,-0.698943,-0.265885,0.663916
11733417.00000000,6983340.50000000,334.73498535,0.568692,-0.312380,0.760926
11733415.00000000,6983334.50000000,342.98300171,0.590561,-0.368078,0.718162
11733414.00000000,6983327.00000000,355.01098633,0.587742,-0.365088,0.721990
11733409.00000000,6983322.50000000,352.03799438,0.457684,-0.438139,0.773666
11733399.00000000,6983321.50000000,335.77899170,0.202899,-0.683043,0.701629
11733395.00000000,6983317.00000000,335.26699829,0.153003,-0.674122,0.722599
11733391.00000000,6983315.00000000,330.91699219,0.028705,-0.509855,0.859782
